id,texto,textos_originales,autores,pmids,n_autores,n_papers
aff_7cfdbeb18e480ee2,"Service de Chirurgie Vasculaire, Hôpitaux Universitaires La Pitié-Salpêtrière, 47-83 Bd de l'Hôpital, 75013 Paris, France.","[""Service de Chirurgie Vasculaire, Hôpitaux Universitaires La Pitié-Salpêtrière, 47-83 Bd de l'Hôpital, 75013 Paris, France.""]","[""Khelifa I""]","[""27016670""]",1,1
aff_7d0f4343f6c458b6,"Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina; Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Laboratorio de Biología de la Reproducción, Buenos Aires, Argentina.","[""Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina; Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Laboratorio de Biología de la Reproducción, Buenos Aires, Argentina.""]","[""Fernandez N"", ""Sierra M""]","[""41014673""]",2,1
aff_7d38f3d04af56582,"División Trombosis, Instituto de investigaciones Hematológicas ""Mariano R. Castex"", Academia Nacional de Medicina, 1425 Buenos Aires, Argentina. fabiana@hematologia.anm.edu.ar.","[""División Trombosis, Instituto de investigaciones Hematológicas \""Mariano R. Castex\"", Academia Nacional de Medicina, 1425 Buenos Aires, Argentina. fabiana@hematologia.anm.edu.ar.""]","[""Alberto F""]","[""29068360""]",1,1
aff_7d988c4443f307d5,"Department of Obstetrics and Gynecology, University of Washington, Seattle, Washington, United States of America.","[""Department of Obstetrics and Gynecology, University of Washington, Seattle, Washington, United States of America.""]","[""Gornalusse G"", ""Henrich T"", ""Hladik F"", ""Levy C"", ""Reppetti J"", ""Vo P""]","[""38019897""]",6,1
aff_7de9f9d798aa4a99,"Université Paris-Saclay, INRAE, AgroParisTech, MICALIS, Jouy-en-Josas, France. jean-marc.chatel@inrae.fr.","[""Université Paris-Saclay, INRAE, AgroParisTech, MICALIS, Jouy-en-Josas, France. jean-marc.chatel@inrae.fr.""]","[""Chatel J""]","[""41709136""]",1,1
aff_7e121574a05e66ef,"Laboratorio de Neurobiología de la Memoria, Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos AiresBuenos Aires, Argentina.","[""Laboratorio de Neurobiología de la Memoria, Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos AiresBuenos Aires, Argentina.""]","[""Freudenthal R"", ""Romano A"", ""Salles A""]","[""28439227""]",3,1
aff_7e60091ebb6e539c,"Unidad de Nefrología, Hospital General de Niños Ricardo Gutiérrez, Buenos Aires, Argentina. Electronic address: Jliern@yahoo.com.","[""Unidad de Nefrología, Hospital General de Niños Ricardo Gutiérrez, Buenos Aires, Argentina. Electronic address: Jliern@yahoo.com.""]","[""Liern M""]","[""36166246""]",1,1
aff_7f569a3a1ea595f5,"Centro de Investigación Veterinaria de Tandil (CONICET-CIC-UNCPBA), Facultad de Ciencias Veterinarias, Tandil 7000, Argentina. akruger@vet.unicen.edu.ar.","[""Centro de Investigación Veterinaria de Tandil (CONICET-CIC-UNCPBA), Facultad de Ciencias Veterinarias, Tandil 7000, Argentina. akruger@vet.unicen.edu.ar.""]","[""Kruger A""]","[""30274180""]",1,1
aff_7f5ceab98bd48c7c,"Academia De Genómica, Instituto Politécnico Nacional-CIIDIR Durango, Durango, Mexico.","[""Academia De Genómica, Instituto Politécnico Nacional-CIIDIR Durango, Durango, Mexico.""]","[""Barragan-Zuniga L"", ""Blanco-Castaneda R"", ""Galaviz-Hernandez C"", ""Sosa-Macias M""]","[""32129110"", ""36117714""]",4,2
aff_7f7b3a8d4619a861,"Cell Biology Laboratory, Institute of Health and Biological Sciences, Federal University of Alagoas , Alagoas, Brazil.","[""Cell Biology Laboratory, Institute of Health and Biological Sciences, Federal University of Alagoas , Alagoas, Brazil.""]","[""Borbely A"", ""Tanabe E""]","[""32482148""]",2,1
aff_7f822e3313d9d93f,"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO ""Houssay""), Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), C1121ABG Ciudad Autónoma de Buenos Aires, Argentina.","[""Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica \""Houssay\"" (IFIBIO \""Houssay\""), Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), C1121ABG Ciudad Autónoma de Buenos Aires, Argentina.""]","[""Silva A""]","[""35853718""]",1,1
aff_7f97c3e3ee25024f,"Centro de Desenvolvimento de Anticorpos, Instituto Butantan, São Paulo, SP 05503-900, Brazil.","[""Centro de Desenvolvimento de Anticorpos, Instituto Butantan, São Paulo, SP 05503-900, Brazil.""]","[""Bom A"", ""Luz D"", ""Piazza R""]","[""42347511""]",3,1
aff_7fbc18d50da60faa,"Facultad de Ciencias Médicas, Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Laboratorio de Biomembranas, Buenos Aires, Argentina.","[""Facultad de Ciencias Médicas, Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica \""Bernardo Houssay\"" (IFIBIO-HOUSSAY), Laboratorio de Biomembranas, Buenos Aires, Argentina.""]","[""Capurro C"", ""Politi M""]","[""40451786""]",2,1
aff_800ebd1c62140adc,"Laboratorio de Parkinson Experimental, Instituto de Investigaciones Farmacológicas (ININFA-CONICET-UBA), Ciudad Autónoma de Buenos Aires, Argentina.","[""Laboratorio de Parkinson Experimental, Instituto de Investigaciones Farmacológicas (ININFA-CONICET-UBA), Ciudad Autónoma de Buenos Aires, Argentina.""]","[""Gomez G""]","[""31630412""]",1,1
aff_80c59da7f77a18cb,"Division of Radiation Health, College of Pharmacy, University of Arkansas for Medical Sciences, Little Rock, Arkansas, USA.","[""Division of Radiation Health, College of Pharmacy, University of Arkansas for Medical Sciences, Little Rock, Arkansas, USA.""]","[""Kiffer F""]","[""31630412""]",1,1
aff_80e97758033b2e20,"Laboratorio Bases neuronales del comportamiento, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina.","[""Laboratorio Bases neuronales del comportamiento, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina.""]","[""Belluscio M"", ""Coletti M"", ""Silva A""]","[""38950066""]",3,1
aff_80edbfc28e9f1eee,"Athinoula A. Martinos Center for Biomedical Imaging, Department of Radiology, Massachusetts General Hospital, Harvard Medical School, Boston, MA, USA.","[""Athinoula A. Martinos Center for Biomedical Imaging, Department of Radiology, Massachusetts General Hospital, Harvard Medical School, Boston, MA, USA.""]","[""Huang S"", ""Lee H""]","[""41040166""]",2,1
aff_80feb055149bc537,"Instituto de Neurociencia Cognitiva y Traslacional, Concejo Nacional de Investigaciones Científicas y tecnológicas (CONICET), Universidad Favaloro, Instituto de Neurología Cognitiva (INECO), Pacheco de Melo 1860, C1126AAB Buenos Aires, Argentina. Electronic address: nweisstaub@favaloro.edu.ar.","[""Instituto de Neurociencia Cognitiva y Traslacional, Concejo Nacional de Investigaciones Científicas y tecnológicas (CONICET), Universidad Favaloro, Instituto de Neurología Cognitiva (INECO), Pacheco de Melo 1860, C1126AAB Buenos Aires, Argentina. Electronic address: nweisstaub@favaloro.edu.ar.""]","[""Weisstaub N""]","[""35597334""]",1,1
aff_818694892a796f8c,"CONICET-Universidad de Buenos Aires, Instituto de Inmunología, Genética y Metabolismo (INIGEM), Buenos Aires, Argentina.","[""CONICET-Universidad de Buenos Aires, Instituto de Inmunología, Genética y Metabolismo (INIGEM), Buenos Aires, Argentina.""]","[""Gomes Pio M"", ""Rivolta C""]","[""42611393""]",2,1
aff_81be4ded416def6c,"Universidad de Buenos Aires - CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Buenos Aires, Argentina.","[""Universidad de Buenos Aires - CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Buenos Aires, Argentina.""]","[""Murer M"", ""Rela L""]","[""34823607""]",2,1
aff_81d6ffcea2ee2436,"Red Iberoamericana de Alteraciones Vasculares Asociadas a Trastornos del Embarazo (RIVA-TREM), Buenos Aires, Argentina.","[""Red Iberoamericana de Alteraciones Vasculares Asociadas a Trastornos del Embarazo (RIVA-TREM), Buenos Aires, Argentina.""]","[""Farina M"", ""Martinez N""]","[""30564135""]",2,1
aff_81e8c71bde1a555f,"Grupo de Neurobiología, Fisiología y Comportamiento, Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad Nacional de Colombia. Carrera 30 No. 45-03, Edificio 471, Bogotá, DC, Colombia. Electronic address: zjduenasg@unal.edu.co.","[""Grupo de Neurobiología, Fisiología y Comportamiento, Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad Nacional de Colombia. Carrera 30 No. 45-03, Edificio 471, Bogotá, DC, Colombia. Electronic address: zjduenasg@unal.edu.co.""]","[""Duenas Z""]","[""42097396""]",1,1
aff_820dd8b50756cf0a,"Grupo de Neurociencia de Sistemas, Facultad de Medicina, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Grupo de Neurociencia de Sistemas, Facultad de Medicina, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Acosta L"", ""Brocardo L"", ""Piantanida A"", ""Rela L""]","[""31780897""]",4,1
aff_82438d989000fa04,"Department of Human Anatomy, School of Medicine, University of Murcia and IMIB-Arrixaca Institute, Carretera Buenavista s/n, 30120, El Palmar, Murcia, Spain. Electronic address: jlferran@um.es.","[""Department of Human Anatomy, School of Medicine, University of Murcia and IMIB-Arrixaca Institute, Carretera Buenavista s/n, 30120, El Palmar, Murcia, Spain. Electronic address: jlferran@um.es.""]","[""Ferran J""]","[""32311511""]",1,1
aff_8266523032086167,"Laboratorio De Biología De La Reproducción, IFIBIO Houssay-UBA-CONICET, Buenos Aires, Argentina.","[""Laboratorio De Biología De La Reproducción, IFIBIO Houssay-UBA-CONICET, Buenos Aires, Argentina.""]","[""Damiano A""]","[""32129110""]",1,1
aff_826faa5c5325ce0d,"Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina; Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Laboratorio de Biología de la Reproducción, Buenos Aires, Argentina. Electronic address: adamiano@ffyb.uba.ar.","[""Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina; Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Laboratorio de Biología de la Reproducción, Buenos Aires, Argentina. Electronic address: adamiano@ffyb.uba.ar.""]","[""Damiano A""]","[""40976751"", ""41014673""]",1,2
aff_828ef310deaf1171,"Departamento de Nefrología, Hospital Municipal del Niño, San Justo, B1754FUD Provincia de Buenos Aires, Argentina. Raexeni@gmail.com.","[""Departamento de Nefrología, Hospital Municipal del Niño, San Justo, B1754FUD Provincia de Buenos Aires, Argentina. Raexeni@gmail.com.""]","[""Exeni R""]","[""29068360""]",1,1
aff_82efff6c0763a986,"Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Intendente Güiraldes 2160, Ciudad Universitaria, Buenos Aires, 1428, Argentina.","[""Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Intendente Güiraldes 2160, Ciudad Universitaria, Buenos Aires, 1428, Argentina.""]","[""Melani M""]","[""40603573""]",1,1
aff_833389ea9e724f8f,"Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, Piso 4, Buenos Aires, 1121, Argentina.","[""Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, Piso 4, Buenos Aires, 1121, Argentina.""]","[""Marquez L""]","[""27521227""]",1,1
aff_83418c87b4dbaab1,"Laboratory of Vascular Biology, Institute of Biological Sciences and Health, Federal University of Mato Grosso, Barra do Garças, Brazil.","[""Laboratory of Vascular Biology, Institute of Biological Sciences and Health, Federal University of Mato Grosso, Barra do Garças, Brazil.""]","[""Giachini F""]","[""31396108""]",1,1
aff_83905f8a70f2d6e5,"Laboratório de Bacteriologia, Instituto Butantan, Sao Paulo 05503-900, Brazil.","[""Laboratório de Bacteriologia, Instituto Butantan, Sao Paulo 05503-900, Brazil.""]","[""Ferreira R"", ""Luz D"", ""Melo B"", ""Piazza R""]","[""34822608""]",4,1
aff_83bd468f7e35eeaf,"Vascular Physiology Laboratory Group of Investigation in Tumor Angiogenesis (GIANT) Group of Research and Innovation in Vascular Health (GRIVAS Health) Basic Sciences Department Faculty of Sciences, Universidad del Bio-Bio, Chillan, Chile. cescudero@ubiobio.cl.","[""Vascular Physiology Laboratory Group of Investigation in Tumor Angiogenesis (GIANT) Group of Research and Innovation in Vascular Health (GRIVAS Health) Basic Sciences Department Faculty of Sciences, Universidad del Bio-Bio, Chillan, Chile. cescudero@ubiobio.cl.""]","[""Escudero C""]","[""28986756""]",1,1
aff_83d05cc4ffaf2479,"Behavioural and Clinical Neurosciences Unit, University of Cambridge, Cambridge CB2 3EB, United Kingdom.","[""Behavioural and Clinical Neurosciences Unit, University of Cambridge, Cambridge CB2 3EB, United Kingdom.""]","[""Anderson M""]","[""35853718""]",1,1
aff_843454e9a23523a6,"Cátedra De Biología Celular Y Molecular, Departamento De Ciencias Biológicas, Facultad De Farmacia Y Bioquímica, Universidad De Buenos Aires . Buenos Aires, Argentina.","[""Cátedra De Biología Celular Y Molecular, Departamento De Ciencias Biológicas, Facultad De Farmacia Y Bioquímica, Universidad De Buenos Aires . Buenos Aires, Argentina.""]","[""Damiano A"", ""Ibarra C""]","[""32482148""]",2,1
aff_846d2fbb48b802d7,"Laboratório de Biofármacos em Células Animais, Instituto Butantan, São Paulo, SP 05503-900, Brazil. wagner.quintilio@butantan.gov.br.","[""Laboratório de Biofármacos em Células Animais, Instituto Butantan, São Paulo, SP 05503-900, Brazil. wagner.quintilio@butantan.gov.br.""]","[""Quintilio W""]","[""30513821""]",1,1
aff_846fef047571448d,"Departamento de Fisiología, Biología Molecular y Celular ""Dr. Héctor Maldonado"" (FBMC), Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Buenos Aires, Argentina. hviola@fmed.uba.ar.","[""Departamento de Fisiología, Biología Molecular y Celular \""Dr. Héctor Maldonado\"" (FBMC), Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Buenos Aires, Argentina. hviola@fmed.uba.ar.""]","[""Viola H""]","[""42086667""]",1,1
aff_849cfdb1cdb65021,"Cátedra de Biología Celulary Molecular, Departamento de Ciencias Biológicas. Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina. adamiano@ffyb.uba.ar.","[""Cátedra de Biología Celulary Molecular, Departamento de Ciencias Biológicas. Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina. adamiano@ffyb.uba.ar.""]","[""Damiano A""]","[""36717499""]",1,1
aff_84d60a0f2c172882,"Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Intendente Güiraldes 2160, Ciudad Universitaria, Buenos Aires, 1428, Argentina. PWAPPNER@LELOIR.ORG.AR.","[""Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Intendente Güiraldes 2160, Ciudad Universitaria, Buenos Aires, 1428, Argentina. PWAPPNER@LELOIR.ORG.AR.""]","[""Wappner P""]","[""40603573""]",1,1
aff_84d7fd1c09ce8882,"Universidad de Buenos Aires (UBA-CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), Laboratorio de Biología de la Reproducción, Facultad de Medicina, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina.","[""Universidad de Buenos Aires (UBA-CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), Laboratorio de Biología de la Reproducción, Facultad de Medicina, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina.""]","[""Alicia D"", ""Damiano A""]","[""40527250"", ""40882494"", ""41950695""]",2,3
