PMID,Author,Affiliation
32525252,Chiarante N,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Junín 956, Buenos Aires, C1113AAD, Argentina."
32525252,Duhalde Vega M,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Junín 956, Buenos Aires, C1113AAD, Argentina."
32525252,Valli F,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Junín 956, Buenos Aires, C1113AAD, Argentina."
32525252,Zotta E,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, Buenos Aires, C1113AAD, Argentina."
32525252,Daghero H,"Cell Biology Unit, Institut Pasteur de Montevideo, Mataojo 2020, Montevideo, 11400, Uruguay."
32525252,Basika T,"Cell Biology Unit, Institut Pasteur de Montevideo, Mataojo 2020, Montevideo, 11400, Uruguay."
32525252,Bollati-Fogolin M,"Cell Biology Unit, Institut Pasteur de Montevideo, Mataojo 2020, Montevideo, 11400, Uruguay."
32525252,Garcia Vior M,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Junín 956, Buenos Aires, C1113AAD, Argentina."
32525252,Marino J,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Junín 956, Buenos Aires, C1113AAD, Argentina."
32525252,Roguin L,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Junín 956, Buenos Aires, C1113AAD, Argentina."
32482148,Ribeiro I,"Laboratory of Vascular Biology and Histopathology, Institute of Health Sciences and Health, Federal University of Mato Grosso , Barra Do Garcas, Brazil."
32482148,Souto P,"Laboratory of Vascular Biology and Histopathology, Institute of Health Sciences and Health, Federal University of Mato Grosso , Barra Do Garcas, Brazil."
32482148,Borbely A,"Cell Biology Laboratory, Institute of Health and Biological Sciences, Federal University of Alagoas , Alagoas, Brazil."
32482148,Tanabe E,"Cell Biology Laboratory, Institute of Health and Biological Sciences, Federal University of Alagoas , Alagoas, Brazil."
32482148,Cadavid A,"Grupo Reproducción, Facultad De Medicina Universidad De Antioquia , Medellin, Colombia."
32482148,Alvarez A,"Grupo Reproducción, Facultad De Medicina Universidad De Antioquia , Medellin, Colombia."
32482148,Bueno J,"Grupo Reproducción, Facultad De Medicina Universidad De Antioquia , Medellin, Colombia."
32482148,Agudelo O,"Grupo Salud Y Comunidad, Facultad De Medicina Universidad De Antioquia , Medellin, Colombia."
32482148,Robles R,"Physiological Sciences Department, Faculty of Medicine, Pontificia Universidad Javeriana , Bogotá, Colombia."
32482148,Ayala-Ramirez P,"Human Genetics Institute, Facultad De Medicina, Pontificia Universidad Javeriana , Bogotá, Colombia."
32482148,Sacerdoti F,"Laboratorio De Fisiopatogenia, Instituto De Fisiología Y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Departamento De Fisiología, Facultad De Medicina, Universidad De Buenos Aires . Buenos Aires, Argentina."
32482148,Szasz T,"Departamento of Physiology, Augusta University , Augusta, USA."
32482148,Damiano A,"Cátedra De Biología Celular Y Molecular, Departamento De Ciencias Biológicas, Facultad De Farmacia Y Bioquímica, Universidad De Buenos Aires . Buenos Aires, Argentina."
32482148,Damiano A,"Laboratorio De Biología De La Reproducción, Instituto De Fisiología Y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad De Medicina, Universidad De Buenos Aires . Buenos Aires, Argentina."
32482148,Ibarra C,"Cátedra De Biología Celular Y Molecular, Departamento De Ciencias Biológicas, Facultad De Farmacia Y Bioquímica, Universidad De Buenos Aires . Buenos Aires, Argentina."
32482148,Escudero C,"Vascular Physiology Laboratory, Group of Research and Innovation in Vascular Health (GRIVAS Health), Basic Sciences Department Faculty of Sciences, Universidad Del Bio-Bio , Chillan, Chile."
32482148,Lima V,"Laboratory of Vascular Biology and Histopathology, Institute of Health Sciences and Health, Federal University of Mato Grosso , Barra Do Garcas, Brazil."
32482148,Giachini F,"Laboratory of Vascular Biology and Histopathology, Institute of Health Sciences and Health, Federal University of Mato Grosso , Barra Do Garcas, Brazil."
32360730,Cattaneo V,"IFIBIO-Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, 2155 Paraguay Street, Buenos Aires, Argentina."
32360730,San Martin A,"IFIBIO-Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, 2155 Paraguay Street, Buenos Aires, Argentina."
32360730,Lew S,"Instituto de Ingeniería Biomédica, Facultad de Ingeniería, Universidad de Buenos Aires, Argentina."
32360730,Gelb B,"Mindich Child Health and Development Institute, Icahn School of Medicine at Mount Sinai, New York, NY, USA."
32360730,Pagani M,"IFIBIO-Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, 2155 Paraguay Street, Buenos Aires, Argentina. Electronic address: pagani@fmed.uba.ar."
32319840,Ramos-Hryb A,"Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires, CONICET, Buenos Aires, Argentina."
32319840,Ramos-Hryb A,"Postgraduation Program in Pharmacology, CCB, Federal University of Santa Catarina, Florianópolis, Brazil."
32319840,Ramirez M,"Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires, CONICET, Buenos Aires, Argentina."
32319840,Lino-de-Oliveira C,"Postgraduation Program in Pharmacology, CCB, Federal University of Santa Catarina, Florianópolis, Brazil."
32319840,Lino-de-Oliveira C,"Department of Physiological Sciences, CCB, Federal University of Santa Catarina, Florianópolis, Brazil."
32319840,Pagani M,"Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires, CONICET, Buenos Aires, Argentina."
32311511,Trotta M,"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO HOUSSAY), Facultad de Medicina, Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Paraguay 2155, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: mili.trotta@gmail.com."
32311511,Bello E,"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO HOUSSAY), Facultad de Medicina, Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Paraguay 2155, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: estefania.bello@gmail.com."
32311511,Alsina R,"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO HOUSSAY), Facultad de Medicina, Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Paraguay 2155, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: ramiroalsina@gmail.com."
32311511,Tavella M,"Instituto de Investigaciones en Ingeniería Genética y Biología Molecular, Consejo Nacional de Investigaciones Científicas y Técnicas, Vuelta de Obligado 2490, 1428, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: belentavella@gmail.com."
32311511,Ferran J,"Department of Human Anatomy, School of Medicine, University of Murcia and IMIB-Arrixaca Institute, Carretera Buenavista s/n, 30120, El Palmar, Murcia, Spain. Electronic address: jlferran@um.es."
32311511,Rubinstein M,"Instituto de Investigaciones en Ingeniería Genética y Biología Molecular, Consejo Nacional de Investigaciones Científicas y Técnicas, Vuelta de Obligado 2490, 1428, Ciudad Autónoma de Buenos Aires, Argentina; Departamento de Fisiología, Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Intendente Güiraldes 2160, Ciudad Universitaria, C1428EGA, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: mrubins@dna.uba.ar."
32311511,Bumaschny V,"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO HOUSSAY), Facultad de Medicina, Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Paraguay 2155, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina; Departamento de Ciencias Fisiológicas, Facultad de Medicina. Universidad de Buenos Aires, Paraguay 2155, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: vbumaschny@fmed.uba.ar."
32308155,Berardino B,"Laboratorio de Neuroepigenética, Departamento de Química Biológica, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, and Instituto de Química Biológica de Ciencias Exactas y Naturales, CONICET, Ciudad de Buenos Aires, Argentina."
32308155,Ballarini F,"Facultad de Medicina, Universidad de Buenos Aires - IBCN ""Eduardo De Robertis"" (CONICET), Ciudad de Buenos Aires, Argentina."
32308155,Chertoff M,"Laboratorio de Neuroepigenética, Departamento de Química Biológica, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, and Instituto de Química Biológica de Ciencias Exactas y Naturales, CONICET, Ciudad de Buenos Aires, Argentina."
32308155,Igaz L,"IFIBIO Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, Buenos Aires, Argentina."
32308155,Canepa E,"Laboratorio de Neuroepigenética, Departamento de Química Biológica, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, and Instituto de Química Biológica de Ciencias Exactas y Naturales, CONICET, Ciudad de Buenos Aires, Argentina."
32302030,Tubert C,"Instituto de Fisiología y Biofísica ""Bernardo Houssay"", (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina."
32302030,Murer M,"Instituto de Fisiología y Biofísica ""Bernardo Houssay"", (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina."
32282322,Vlachovsky S,"Laboratorio de Nefrología Experimental y Bioquímica Molecular, Instituto de Investigaciones Médicas A. Lanari, Universidad de Buenos Aires, Argentina. E-mail: sandragvla@gmail.com."
32282322,Sanchez D,"Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay)- CONICET, Facultad de Medicina, Universidad de Buenos Aires, Argentina."
32282322,Di Ciano L,"Laboratorio de Nefrología Experimental y Bioquímica Molecular, Instituto de Investigaciones Médicas A. Lanari, Universidad de Buenos Aires, Argentina."
32282322,Oddo E,"Laboratorio de Nefrología Experimental y Bioquímica Molecular, Instituto de Investigaciones Médicas A. Lanari, Universidad de Buenos Aires, Argentina."
32282322,Azurmendi P,"Laboratorio de Nefrología Experimental y Bioquímica Molecular, Instituto de Investigaciones Médicas A. Lanari, Universidad de Buenos Aires, Argentina."
32282322,Silberstein C,"Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay)- CONICET, Facultad de Medicina, Universidad de Buenos Aires, Argentina."
32282322,Ibarra F,"Laboratorio de Nefrología Experimental y Bioquímica Molecular, Instituto de Investigaciones Médicas A. Lanari, Universidad de Buenos Aires, Argentina."
32282322,Ibarra F,"Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay)- CONICET, Facultad de Medicina, Universidad de Buenos Aires, Argentina."
32259636,Piazza V,"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina."
32259636,Matzkin M,"Instituto de Biología y Medicina Experimental (IBYME), CONICET, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Medicina, Departamento de Bioquímica Humana, Buenos Aires, Argentina."
32259636,Cicconi N,"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina."
32259636,Muia N,"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina."
32259636,Valquinta S,"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina."
32259636,Mccallum G,"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina."
32259636,Micucci G,"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina."
32259636,Freund T,"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina."
32259636,Zotta E,"Universidad de Buenos Aires, Departamento de Ciencias Biológicas, Cátedra de Fisiopatología, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina; Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Fisiología y Biofísica (IFIBIO). Departamento de Ciencias Fisiológicas, Facultad de Medicina, Buenos Aires, Argentina."
32259636,Gonzalez L,"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina."
32259636,Frungieri M,"Instituto de Biología y Medicina Experimental (IBYME), CONICET, Buenos Aires, Argentina; Universidad de Buenos Aires, Ciclo Básico Común, Cátedra de Química, Buenos Aires, Argentina."
32259636,Fang Y,"Department of Internal Medicine, Geriatrics Research, Southern Illinois University School of Medicine, Springfield, IL, USA."
32259636,Bartke A,"Department of Internal Medicine, Geriatrics Research, Southern Illinois University School of Medicine, Springfield, IL, USA."
32259636,Sotelo A,"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina."
32259636,Miquet J,"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina. Electronic address: jmiquet@qb.ffyb.uba.ar."
