Affiliation,N_records,N_papers,N_authors
"Departamento de Ciencias Básicas, Facultad de Ingeniería, Universidad Nacional de La Plata, La Plata B1900, Argentina.",1,1,1
"Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires. Paraguay 2155, Buenos Aires, Argentina.",1,1,1
"Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Paraguay, 2155, Buenos Aires, 1121, Argentina.",1,1,1
"Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina. jogol@fmed.uba.ar.",1,1,1
"Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, 1121, Argentina.",1,1,1
"Departamento de Ciencias Fisiológicas, Facultad de Medicina, Pontificia Universidad Javeriana, Botogá, Colombia.",1,1,1
"Departamento de Ciencias Fisiológicas, Facultad de Medicina, Laboratorio de Biomembranas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina.",7,1,7
"Departamento de Ciencias Fisiológicas, Facultad de Medicina, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Universidad de Buenos Aires-CONICET, Buenos Aires C1121ABG, Argentina.",4,1,4
"Departamento de Ciencias Fisiológicas, Facultad de Medicina, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Universidad de Buenos Aires-CONICET, Buenos Aires C1121ABG, Argentina vdellamaggiore@fmed.uba.ar.",1,1,1
"Departamento de Ciencias Fisiológicas IFIBIO Houssay, CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay)- CONICET, Facultad de Medicina, Universidad de Buenos Aires, Argentina.",3,1,3
"Department of Microbiology and Molecular Genetics, Michigan State University, East Lansing, Michigan, United States of America.",2,1,2
"Department of Microbiology and Immunology, Sealy Institute for Vaccine Sciences, University of Texas Medical Branch, Galveston, TX 77555, USA. altorres@utmb.edu.",1,1,1
"Department of Medicine, University of British Columbia, Vancouver, BC, Canada.",1,1,1
"Department of Medicine, The George Washington University, Washington, DC, USA.",1,1,1
"Department of Medicine, Division of Infectious Diseases, Massachusetts General Hospital, Harvard Medical School, Boston, MA 02115, USA. maricarmen.rojaslopez@gmail.com.",1,1,1
"Department of Medicine, Division of HIV, Infectious Diseases & Global Medicine, University of California, San Francisco, California, United States of America.",8,1,8
"Department of Medicine, Division of Experimental Medicine, University of California San Francisco, California, United States of America.",5,1,5
"Department of Medicine, Division of Allergy and Infectious Diseases, University of Washington, Seattle, Washington, United States of America.",1,1,1
"Departamento de Microbiologia, Imunologia e Parasitologia, Universidade Federal de Sāo Paulo, Sao Paulo 04023-062, Brazil.",1,1,1
"Department of Medical Biotechnology and Translational Medicin, University of Milano, Segrate, Italy.",1,1,1
"Department of Linguistics, and the Australian Hearing Hub, Macquarie University, Macquarie Park, New South Wales, Australia. andrew.brughera@mq.edu.au.",1,1,1
"Department of Linguistics, and the Australian Hearing Hub, Macquarie University, Macquarie Park, New South Wales, Australia.",1,1,1
"Department of Life Sciences, Ben-Gurion University of the Negev, Beer Sheva, Israel.",2,1,2
"Department of Laboratory Medicine and Pathology, University of Washington, Seattle, Washington, United States of America.",3,1,3
"Department of Kinesiology and Health Science, York University, Toronto, Canada.",3,1,3
"Department of Internal Medicine, Pulmonary and Sleep Medicine Service, Austral University Hospital, Buenos Aires, Argentina.",1,1,1
"Department of Internal Medicine, Pulmonary and Sleep Medicine Service, Austral University Hospital, Buenos Aires B1629AHJ, Argentina.",1,1,1
"Department of Medical Biotechnology and Translational Medicine, University of Milan, Milan, Italy.",1,1,1
"Department of Neuroscience, The Johns Hopkins University, Baltimore, Maryland 21205, shuler@jhmi.edu.",1,1,1
"Department of Neuroscience, Johns Hopkins School of Medicine, Baltimore, United States.",1,1,1
"Department of Neuroscience, Feinberg School of Medicine, Northwestern University, Chicago, IL 60611, USA; Universidad de Buenos Aires - CONICET. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Departamento de Ciencias Fisiológicas, Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina.",1,1,1
"Department of Neuroscience, Feinberg School of Medicine, Northwestern University, Chicago, IL 60611, USA; Max Planck Florida Institute for Neuroscience, 1 Max Planck Way, Jupiter, FL 33458, USA.",1,1,1
"Department of Neuroscience, Feinberg School of Medicine, Northwestern University, Chicago, IL 60611, USA; Aligning Science Across Parkinson's (ASAP) Collaborative Research Network, Chevy Chase, MD 20815, USA. Electronic address: j-surmeier@northwestern.edu.",1,1,1
"Department of Neuroscience, Feinberg School of Medicine, Northwestern University, Chicago, IL 60611, USA.",2,1,2
"Department of Neurology, University of Alabama at Birmingham, Birmingham, AL.",1,1,1
"Department of Neurology, UCSF, San Francisco, United States.",1,1,1
"Department of Molecular and Integrative Physiology, University of Michigan, Ann Arbor, MI, USA.",1,1,1
"Department of Neurology, Laboratory of Experimental Neurology and Neuroimmunology, AHEPA University Hospital, Thessaloniki, Macedonia, Greece.",1,1,1
"Department of Neurology, Johns Hopkins School of Medicine, Baltimore, United States.",2,1,2
"Department of Neurology and Neurosurgery, McGill University, Montreal, Quebec, Canada.",1,1,1
"Department of Neurology and Neurosurgery, McGill University, Montreal, QC H3A 2B4, Canada.",1,1,1
"Department of Neurology and Neurosurgery, McGill University Montreal, Quebec H3A2B4, Canada.",1,1,1
"Department of Neurology and Neurosurgery, McGill University Montreal, Montreal, Quebec H3A2B4, Canada.",1,1,1
"Department of Neurobiology, Neuroscience Program, Fluminense Federal University, Niterói, RJ, Brazil. Electronic address: rodrigues.alex9@gmail.com.",1,1,1
"Department of Neurobiology, Neuroscience Program, Fluminense Federal University, Niterói, RJ, Brazil. Electronic address: almvuff@gmail.com.",1,1,1
"Department of Neurobiology and Developmental Sciences, Center for Translational Neuroscience, University of Arkansas for Medical Sciences, Little Rock, Arkansas, USA.",1,1,1
"Department of Neurology, UCSF, San Francisco, CA, USA.",1,1,1
"Departamento de Química Biológica, Instituto de Química Biológica de la Facultad de Ciencias Exactas y Naturales, Facultad de Ciencias Exactas y Naturales, UBA, Buenos Aires, Argentina.",1,1,1
"Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Instituto de Química y Fisico-Química Biológicas (IQUIFIB) ""Prof. Alejandro C. Paladini,"" Consejo Nacional de Investigaciones Científicas y Técnicas, Cátedra de Química Biológica Superior, Universidad de Buenos Aires, Buenos Aires, Argentina.",3,1,3
"Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Cátedra de Química Biológica Patológica, Universidad de Buenos Aires, Buenos Aires, Argentina.",5,1,5
"Departamento de Química Biológica and Instituto de Química y Fisicoquímica Biológica (IQUIFIB), Facultad de Farmacia y Bioquímica, UBA-CONICET, Buenos, Aires, Argentina.",3,1,3
"Departamento de Pediatría, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Departamento de Pediatría, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, 1121, Argentina.",1,1,1
"Departamento de Patología, Hospital de Pediatría S.A.M.I.C Prof. Dr. Juan P. Garrahan, Buenos Aires, Argentina.",1,1,1
"Department of Internal Medicine, Geriatrics Research, Southern Illinois University School of Medicine, Springfield, IL, USA.",2,1,2
"Departamento de Obstetricia y Puericultura, Facultad de Medicina, Universidad de Concepción, Concepción, Chile.",1,1,1
"Departamento de Obstetricia y Puericultura, Facultad de Ciencias de la Salud, Universidad de Atacama, Copiapó, Chile.",1,1,1
"Departamento de Obstetricia y Ginecología, Unidad de Embarazo de Alto Riesgo, Centro de Educación Médica e Investigaciones Clínicas (CEMIC), Buenos Aires, Argentina.",2,1,2
"Departamento de Neurología, Fleni, Buenos Aires, Argentina.",1,1,1
"Departamento de Nefrología, Hospital Municipal del Niño, San Justo, B1754FUD Provincia de Buenos Aires, Argentina. Raexeni@gmail.com.",1,1,1
"Departamento de Microbiología, Parasitología e Inmunología, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Departamento de Microbiología, Parasitología e Inmunología, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina.",1,1,1
"Departamento de Microbiología, Facultad de Farmacia y Bioquímica, Biotecnología y Genética/Cátedra de Genética, Universidad de Buenos Aires, Inmunología, Ciudad Autónoma de Buenos Aires, Argentina.",1,1,1
"Departamento de Obstetricia, Hospital Nacional ""Prof. A. Posadas"", Buenos Aires, Argentina.",3,1,3
"Department of Human Anatomy, School of Medicine, University of Murcia and IMIB-Arrixaca Institute, Carretera Buenavista s/n, 30120, El Palmar, Murcia, Spain. Electronic address: jlferran@um.es.",1,1,1
"Department of Cellular and Molecular Pharmacology, The Chicago Medical School at Rosalind Franklin University, Chicago, IL 60064, USA.",2,1,2
"Department of Cardiovascular Surgery, Sanatorio de la Trinidad-Mitre, Buenos Aires, Argentina.",1,1,1
"Department of Cardiology, Sanatorio de la Trinidad-Mitre, Buenos Aires, Argentina.",2,1,2
"Department of Cardiology, Sanatorio de la Trinidad Mitre, Buenos Aires, Argentina.",5,1,5
"Department of Biostatistics & Epidemiology, University of California San Francisco, California, United States of America.",1,1,1
"Department of Biomedical Informatics, The University of Utah, 421 Wakara Way, Suite 140, Salt Lake City, UT 84108, USA. Electronic address: julio.facelli@utah.edu.",1,1,1
"Department of Biomedical Engineering, Johns Hopkins School of Medicine, Baltimore, United States.",3,1,3
"Departamento de Química Inorgánica, Analítica y Química Física, INQUIMAE, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, CONICET, Ciudad Universitaria Pabellón 2, AR1428EHA Buenos Aires, Argentina.",1,1,1
"Department of Biomedical Engineering, Boston University, Boston, MA, USA. andrew.brughera@mq.edu.au.",1,1,1
"Department of Biology, Program in Neuroscience, Syracuse University, Syracuse, New York, USA.",1,1,1
"Department of Biological Sciences, Faculty of Pharmacy and Biochemistry, University of Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Department of Biological Science, Faculty of Pharmacy and Biochemistry, University of Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Department of Anesthesiology and Critical Care Medicine, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, USA.",1,1,1
"Department of Anatomy, Kampala International University, Kampala, Uganda.",1,1,1
"Department of Anatomy and Cell Biology, Ophthalmology, and Physiology, University of Pennsylvania, Philadelphia, PA 19104, United States. Electronic address: chm@upenn.edu.",1,1,1
"Departamento of Physiology, Augusta University , Augusta, USA.",1,1,1
"Departamento de Química Orgánica, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.",4,1,4
"Department of Biomedical Engineering, Johns Hopkins School of Medicine, Baltimore, USA.",2,1,2
"CONICET-Universidad de Buenos Aires, Instituto de Investigaciones Biomédicas (INBIOMED), Laboratorio de Efectos Biológicos de Contaminantes Ambientales, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Medicina, Departamento de Bioquímica Humana, Buenos Aires, Argentina.",1,1,1
"CONICET-Universidad de Buenos Aires, Instituto de Investigaciones Biomédicas (INBIOMED), Laboratorio de Efectos Biológicos de Contaminantes Ambientales, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Físico-matemática, Buenos Aires, Argentina. Electronic address: noeliamiret@hotmail.com.ar.",1,1,1
"CONICET-Universidad de Buenos Aires, Instituto de Inmunología, Genética y Metabolismo (INIGEM), Buenos Aires, Argentina.",2,1,2
"CONICET-Universidad de Buenos Aires, Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), CABA, Argentina.",1,1,1
"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina.",3,1,3
"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires C1121 ABG, Argentina.",5,1,5
"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO HOUSSAY), Buenos Aires, Argentina.",1,1,1
"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO), Buenos Aires, Argentina.",5,1,5
"Departamento de Anatomía, Instituto de Ciências Biomédicas, Universidade de São Paulo, SP, Brazil. Electronic address: newton@icb.usp.br.",1,1,1
"CONICET- Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO), Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina.",2,1,2
"CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Neurociencia de Sistemas, Buenos Aires, Argentina.",5,1,5
"CONICET and Laboratorio de Medicina Experimental ""Dr. J Toblli"", Hospital Alemán, Buenos Aires, Argentina.",1,1,1
"CONICET - Universidad de Buenos Aires. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay). Buenos Aires, Argentina.",2,1,2
"CONICET - Universidad de Buenos Aires. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina; Pontificia Universidad Católica Argentina, Buenos Aires, Argentina.",1,1,1
"CONICET - Universidad de Buenos Aires. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina.",1,1,1
"CONICET - Universidad de Buenos Aires, Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), Buenos Aires, Argentina.",1,1,1
"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Grupo de Neurociencias de Sistemas, Buenos Aires, Argentina. lmuller@fmed.uba.ar.",1,1,1
"CONICET- Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO), Laboratorio de Neurofisiopatología, Buenos Aires, Argentina.",3,1,3
"Center for Biophysics and Biochemistry (CBB), Venezuelan Institute for Scientific Research (IVIC), Caracas, Venezuela.",1,1,1
"Center For Regenerative Medicine (CReM) of Boston University and Boston Medical Center, Boston, USA.",1,1,1
"Cellular and Molecular Physiology Laboratory (CMPL), Division of Obstetrics and Gynaecology, School of Medicine, Faculty of Medicine, Pontificia Universidad Católica de Chile, Santiago, Chile.",1,1,1
"Cellular Signaling and Differentiation Laboratory (CSDL), School of Medical Technology, Medicine and Science Faculty, Universidad San Sebastián, Santiago, Chile.",1,1,1
"Cell Biology Unit, Institut Pasteur de Montevideo, Mataojo 2020, Montevideo, 11400, Uruguay.",3,1,3
"Cell Biology Laboratory, Institute of Health and Biological Sciences, Federal University of Alagoas , Alagoas, Brazil.",2,1,2
"Cell Biology Laboratory, Institute of Biological and Health Sciences, Federal University of Alagoas, Maceio, Brazil.",1,1,1
"Catedra de Fisiopatología, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"CONICET-Universidad de Buenos Aires. Instituto de Fisiología y Biofísica ""Bernardo Houssay,"" Buenos Aires, Argentina.",4,1,4
"Cardiology Department, British Hospital of Buenos Aires, Buenos Aires, Argentina.",4,1,4
"Cardiff University Brain Research Imaging Centre (CUBRIC), School of Psychology and School of Computer Science and Informatics, Cardiff University, Cardiff, United Kingdom.",1,1,1
"Cardiff University Brain Research Imaging Centre (CUBRIC), School of Psychology and School of Computer Science and Informatics, Cardiff University, Cardiff, UK.",1,1,1
